patient_key,peak_type,gap_order,curve_idx,x,y,profile_name,peak_height,peak_prominence,peak_width_half_prominence,peak_width_height,left_ips,right_ips,left_base_idx,right_base_idx,prev_peak_idx,next_peak_idx,distance_to_prev_peak_idx,distance_to_next_peak_idx,left_valley_idx,right_valley_idx,left_valley_value,right_valley_value,valley_to_valley_width,height_above_left_valley,height_above_right_valley,height_above_mean_valleys
S_172,gap,6,168,276.98462,691.6653,gap_score_smooth,0.846904993057251,0.09029322862625122,4.1700294414238215,0.8017583787441254,165.6671104050834,169.83713984650723,163,175,149.0,186.0,19.0,18.0,163,175,0.7566117644309998,0.5727371573448181,12,0.09029322862625122,0.27416783571243286,0.18223053216934204
S_172,gap,7,186,264.04706,742.20087,gap_score_smooth,0.8680073022842407,0.2952701449394226,8.093590924578223,0.7203722298145294,181.9668385159207,190.06042944049892,175,239,168.0,206.0,18.0,20.0,175,197,0.5727371573448181,0.4071776270866394,22,0.2952701449394226,0.4608296751976013,0.37804991006851196
S_172,gap,8,206,241.55911,798.35144,gap_score_smooth,0.8663364052772522,0.4591587781906128,9.883869451014903,0.6367570161819458,201.27556026168116,211.15942971269607,197,239,186.0,228.0,20.0,22.0,197,218,0.4071776270866394,0.27569466829299927,21,0.4591587781906128,0.5906417369842529,0.5249002575874329
S_172,gap,9,228,219.75557,860.1171,gap_score_smooth,0.7619984149932861,0.48630374670028687,11.369203705819132,0.5188465416431427,222.28843116208893,233.65763486790806,218,239,206.0,,22.0,0.0,218,239,0.27569466829299927,0.17778556048870087,21,0.48630374670028687,0.5842128545045853,0.5352583006024361
S_173,gap,1,35,170.7807,254.11298,gap_score_smooth,0.7004737257957458,0.053911447525024414,5.307432844614269,0.6735180020332336,32.724968603321386,38.032401447935655,0,47,,67.0,0.0,32.0,18,40,0.481566846370697,0.6533063054084778,22,0.21890687942504883,0.047167420387268066,0.13303714990615845
S_173,gap,2,67,191.64131,338.33054,gap_score_smooth,0.8956220149993896,0.20349252223968506,8.984577872477203,0.7938757538795471,62.11858921249599,71.1031670849732,0,85,35.0,98.0,32.0,31.0,47,73,0.6465622782707214,0.7799670696258545,26,0.2490597367286682,0.11565494537353516,0.18235734105110168
S_173,gap,3,98,149.17746,419.91632,gap_score_smooth,0.993893027305603,0.855290412902832,190.59817629414528,0.566247820854187,23.767597876166917,214.3657741703122,0,239,67.0,136.0,31.0,38.0,85,112,0.6921294927597046,0.9292004704475403,27,0.30176353454589844,0.06469255685806274,0.1832280457019806
S_173,gap,4,136,89.70589,519.9247,gap_score_smooth,0.9336405992507935,0.03833085298538208,3.4360730890197146,0.9144751727581024,134.33392154083006,137.76999462984978,127,141,98.0,150.0,38.0,14.0,127,141,0.5859940052032471,0.8953097462654114,14,0.3476465940475464,0.03833085298538208,0.19298872351646423
S_173,gap,5,150,82.48074,556.7699,gap_score_smooth,0.9433886408805847,0.35739463567733765,22.931964357184967,0.7646913230419159,131.66099809563772,154.5929624528227,127,239,136.0,171.0,14.0,21.0,141,164,0.8953097462654114,0.5866665244102478,23,0.04807889461517334,0.3567221164703369,0.20240050554275513
S_173,gap,6,171,81.33447,612.03766,gap_score_smooth,0.7624289989471436,0.09489339590072632,4.936053580551885,0.7149823009967804,168.5355961696747,173.4716497502266,164,176,150.0,191.0,21.0,20.0,164,176,0.5866665244102478,0.6675356030464172,12,0.17576247453689575,0.09489339590072632,0.13532793521881104
S_173,gap,7,191,97.63057,664.67365,gap_score_smooth,0.8963257074356079,0.3096591830253601,31.182168072361378,0.7414961159229279,180.76352004353686,211.94568811589824,164,239,171.0,,20.0,0.0,176,202,0.6675356030464172,0.8512910008430481,26,0.22879010438919067,0.045034706592559814,0.13691240549087524
S_174,gap,1,29,171.73251,191.2092,gap_score_smooth,0.7355380654335022,0.4090140461921692,39.02192184284473,0.5310310423374176,5.213245725405423,44.235167568250155,0,60,,53.0,0.0,24.0,24,35,0.5508812665939331,0.6006993055343628,11,0.1846567988395691,0.1348387598991394,0.15974777936935425
S_174,gap,2,53,113.24842,260.89957,gap_score_smooth,0.6149762868881226,0.20125755667686462,6.182500210101587,0.5143475085496902,50.1127229439395,56.29522315404109,47,60,29.0,67.0,24.0,14.0,47,60,0.41371873021125793,0.326524019241333,13,0.20125755667686462,0.28845226764678955,0.2448549121618271
S_174,gap,3,67,80.79243,301.5523,gap_score_smooth,0.6479745507240295,0.30364829301834106,11.172987356236654,0.496150404214859,63.55142605774275,74.7244134139794,60,87,53.0,82.0,14.0,15.0,60,71,0.326524019241333,0.5419191718101501,11,0.32145053148269653,0.1060553789138794,0.21375295519828796
S_174,gap,4,82,71.8474,345.1088,gap_score_smooth,0.4888734221458435,0.10660970211029053,3.7867073983891117,0.43556857109069824,79.91293591856082,83.69964331694993,78,87,67.0,96.0,15.0,14.0,78,87,0.382263720035553,0.3443262577056885,9,0.10660970211029053,0.14454716444015503,0.12557843327522278
S_174,gap,5,96,80.30181,385.7615,gap_score_smooth,0.5311640501022339,0.18481439352035522,6.093236330958931,0.4387568533420563,92.58631880385157,98.6795551348105,87,103,82.0,114.0,14.0,18.0,87,103,0.3443262577056885,0.34634965658187866,16,0.1868377923965454,0.18481439352035522,0.18582609295845032
S_174,gap,6,114,111.94173,438.0293,gap_score_smooth,0.906255304813385,0.5227126479148865,12.682268886969595,0.6448989808559418,107.46406723033267,120.14633611730227,0,125,96.0,134.0,18.0,20.0,103,125,0.34634965658187866,0.38354265689849854,22,0.5599056482315063,0.5227126479148865,0.5413091480731964
S_174,gap,7,134,157.78035,496.1046,gap_score_smooth,0.9127373695373535,0.3130900263786316,7.84863534189995,0.7561923563480377,130.71219764544128,138.56083298734123,0,142,114.0,151.0,20.0,17.0,125,142,0.38354265689849854,0.5996473431587219,17,0.529194712638855,0.3130900263786316,0.4211423695087433
S_174,gap,8,151,197.30595,545.4686,gap_score_smooth,0.9724816083908081,0.851624421775341,27.59281963169937,0.5466693975031376,128.3660074315398,155.95882706323917,0,239,134.0,172.0,17.0,21.0,142,160,0.5996473431587219,0.23803189396858215,18,0.3728342652320862,0.734449714422226,0.5536419898271561
S_174,gap,9,172,248.58112,606.4477,gap_score_smooth,0.9097382426261902,0.671706348657608,15.08381681162166,0.5738850682973862,164.86177716078427,179.94559397240593,160,239,151.0,197.0,21.0,25.0,160,184,0.23803189396858215,0.2510366141796112,24,0.671706348657608,0.658701628446579,0.6652039885520935
S_174,gap,10,197,286.33426,679.0419,gap_score_smooth,0.8409735560417175,0.5899369418621063,17.450924679456847,0.5460050851106644,187.99976974583822,205.45069442529507,184,239,172.0,223.0,25.0,26.0,184,210,0.2510366141796112,0.08999545872211456,26,0.5899369418621063,0.750978097319603,0.6704575195908546
S_174,gap,11,223,301.92993,754.53973,gap_score_smooth,0.6882377862930298,0.5982423275709152,16.897971892780816,0.3891166225075722,214.7006460465893,231.59861793937011,210,239,197.0,,26.0,0.0,210,239,0.08999545872211456,0.06821341812610626,29,0.5982423275709152,0.6200243681669235,0.6091333478689194
S_175,gap,1,11,283.12173,118.799164,gap_score_smooth,0.7195127606391907,0.14941078424453735,10.450249242532324,0.644807368516922,7.305293015718531,17.755542258250856,0,31,,71.0,0.0,60.0,0,21,0.12567251920700073,0.6109434962272644,21,0.5938402414321899,0.10856926441192627,0.3512047529220581
S_175,gap,2,71,241.88495,270.43097,gap_score_smooth,0.9626607298851013,0.26981693506240845,16.07223923353464,0.8277522623538971,62.846793356119484,78.91903258965412,0,101,11.0,94.0,60.0,23.0,54,90,0.7394353151321411,0.7343192100524902,36,0.2232254147529602,0.22834151983261108,0.22578346729278564
S_175,gap,3,94,222.99995,328.5565,gap_score_smooth,0.7683960199356079,0.034076809883117676,4.2547993611072314,0.7513576149940491,92.22433544931562,96.47913481042285,90,101,71.0,112.0,23.0,18.0,90,101,0.7343192100524902,0.6928437948226929,11,0.034076809883117676,0.07555222511291504,0.05481451749801636
S_175,gap,4,112,218.2258,374.04602,gap_score_smooth,0.7695489525794983,0.0616532564163208,13.99616304001242,0.7387223243713379,105.22256019114134,119.21872323115376,101,123,94.0,156.0,18.0,44.0,101,123,0.6928437948226929,0.7078956961631775,22,0.07670515775680542,0.0616532564163208,0.06917920708656311
S_175,gap,5,156,269.99814,485.24268,gap_score_smooth,0.9691571593284607,0.84348464012146,192.8787145711193,0.5474148392677307,5.941057130704774,198.81977170182407,0,239,112.0,190.0,44.0,34.0,151,167,0.9464775323867798,0.5635263919830322,16,0.022679626941680908,0.40563076734542847,0.2141551971435547
S_175,gap,6,190,314.9221,571.16736,gap_score_smooth,0.8843480944633484,0.32082170248031616,22.913109059366974,0.7239372432231903,171.64690613143264,194.56001519079962,167,239,156.0,212.0,34.0,22.0,184,203,0.7859803438186646,0.5382527709007263,19,0.09836775064468384,0.34609532356262207,0.22223153710365295
S_175,gap,7,212,319.18665,626.7657,gap_score_smooth,0.8447083234786987,0.3064555525779724,7.062780104179666,0.6914805471897125,208.58542553199956,215.64820563617923,203,239,190.0,229.0,22.0,17.0,203,225,0.5382527709007263,0.5568876266479492,22,0.3064555525779724,0.2878206968307495,0.29713812470436096
S_175,gap,8,229,315.4343,669.728,gap_score_smooth,0.6127426624298096,0.05585503578186035,2.9804885397834937,0.5848151445388794,227.51325998546642,230.4937485252499,225,239,212.0,,17.0,0.0,225,239,0.5568876266479492,0.07069241255521774,14,0.05585503578186035,0.5420502498745918,0.2989526428282261
S_176,gap,1,11,195.91634,185.89122,gap_score_smooth,0.7735764384269714,0.19938331842422485,15.802851247142945,0.673884779214859,5.336941034774364,21.13979228191731,0,27,,48.0,0.0,37.0,0,14,0.18733350932598114,0.7701192498207092,14,0.5862429291009903,0.003457188606262207,0.29485005885362625
S_176,gap,2,48,176.99387,316.70712,gap_score_smooth,0.9079991579055786,0.6000996530056,53.51560488579577,0.6079493314027786,30.048503733463676,83.56410861925944,0,130,11.0,79.0,37.0,31.0,27,61,0.5741931200027466,0.6663076281547546,34,0.33380603790283203,0.24169152975082397,0.287748783826828
S_176,gap,3,79,174.319,426.30963,gap_score_smooth,0.802008867263794,0.1357012391090393,15.287957018756927,0.7341582477092743,66.24772956818762,81.53568658694455,61,87,48.0,107.0,31.0,28.0,75,87,0.7528166174888611,0.5419089794158936,12,0.04919224977493286,0.2600998878479004,0.15464606881141663
S_176,gap,4,107,200.1931,525.3054,gap_score_smooth,0.8446250557899475,0.30271607637405396,5.844833579309196,0.6932670176029205,103.46554057791356,109.31037415722275,87,115,79.0,122.0,28.0,15.0,100,115,0.6055042743682861,0.3914834260940552,15,0.23912078142166138,0.45314162969589233,0.34613120555877686
S_176,gap,5,122,219.4434,578.3389,gap_score_smooth,0.8781609535217285,0.48667752742767334,6.0128084878988375,0.6348221898078918,118.56818565032562,124.58099413822445,115,130,107.0,138.0,15.0,16.0,115,130,0.3914834260940552,0.30789950489997864,15,0.48667752742767334,0.5702614486217499,0.5284694880247116
S_176,gap,6,138,237.14842,634.90796,gap_score_smooth,0.9753659963607788,0.7880324870347977,63.62914674529944,0.58134975284338,133.68103418158168,197.31018092688112,0,217,122.0,154.0,16.0,16.0,130,149,0.30789950489997864,0.824924111366272,19,0.6674664914608002,0.15044188499450684,0.4089541882276535
S_176,gap,7,154,250.6624,691.477,gap_score_smooth,0.9119524955749512,0.0870283842086792,4.700768136627289,0.8684383034706116,151.3855821093038,156.0863502459311,149,217,138.0,173.0,16.0,19.0,149,161,0.824924111366272,0.5910570621490479,12,0.0870283842086792,0.3208954334259033,0.20396190881729126
S_176,gap,8,173,250.18178,758.6527,gap_score_smooth,0.8465108871459961,0.25545382499694824,25.715716514630685,0.718783974647522,169.09290252110637,194.80861903573705,161,199,154.0,192.0,19.0,19.0,166,184,0.6271060109138489,0.7639926671981812,18,0.21940487623214722,0.08251821994781494,0.15096154808998108
S_176,gap,9,192,230.1763,825.8284,gap_score_smooth,0.8139328360557556,0.04994016885757446,4.947150209602256,0.7889627516269684,188.31292354325964,193.2600737528619,184,199,173.0,208.0,19.0,16.0,184,199,0.7639926671981812,0.539726197719574,15,0.04994016885757446,0.27420663833618164,0.16207340359687805
S_176,gap,10,208,196.57948,882.39746,gap_score_smooth,0.8505492210388184,0.3108230233192444,8.276993837335624,0.6951377093791962,203.17277418274296,211.44976802007858,199,217,192.0,228.0,16.0,20.0,199,217,0.539726197719574,0.06793265789747238,18,0.3108230233192444,0.782616563141346,0.5467197932302952
S_176,gap,11,228,149.38196,953.10876,gap_score_smooth,0.7298867106437683,0.6004128605127335,13.582342190196186,0.4296802803874016,221.3584653272228,234.940807517419,217,239,208.0,,20.0,0.0,217,239,0.06793265789747238,0.12947385013103485,22,0.6619540527462959,0.6004128605127335,0.6311834566295147
S_178,gap,1,28,206.4566,222.56903,gap_score_smooth,0.7498853802680969,0.1490539312362671,24.8509510368471,0.6753584146499634,9.960390548967554,34.81134158581465,0,53,,76.0,0.0,48.0,24,36,0.7282924056053162,0.6701541543006897,12,0.02159297466278076,0.07973122596740723,0.050662100315093994
S_178,gap,2,76,296.89053,326.40167,gap_score_smooth,0.8613221049308777,0.05463147163391113,6.895238559643246,0.8340063691139221,71.78608295289143,78.68132151253468,0,89,28.0,94.0,48.0,18.0,53,81,0.6008314490318298,0.8195208311080933,28,0.26049065589904785,0.041801273822784424,0.15114596486091614
S_178,gap,3,94,319.7186,365.3389,gap_score_smooth,0.8749294877052307,0.28608185052871704,31.01583746685654,0.7318885624408722,66.89639860558503,97.91223607244157,0,108,76.0,115.0,18.0,21.0,89,108,0.8066906332969666,0.5888476371765137,19,0.06823885440826416,0.28608185052871704,0.1771603524684906
S_178,gap,4,115,325.97574,410.7657,gap_score_smooth,0.9328926801681519,0.3221901059150696,6.248391482727527,0.7717976272106171,112.41306635358,118.66145783630753,0,123,94.0,137.0,21.0,22.0,108,123,0.5888476371765137,0.6107025742530823,15,0.3440450429916382,0.3221901059150696,0.3331175744533539
S_178,gap,5,137,311.92136,458.35565,gap_score_smooth,0.8631281852722168,0.15002965927124023,5.601570482703551,0.7881133556365967,134.0382241599161,139.63979464261965,123,144,115.0,157.0,22.0,20.0,123,144,0.6107025742530823,0.7130985260009766,21,0.2524256110191345,0.15002965927124023,0.20122763514518738
S_178,gap,6,157,284.71243,501.61923,gap_score_smooth,0.9882968664169312,0.9040949046611786,183.4874855543359,0.5362494140863419,7.472150324247851,190.95963587858375,0,239,137.0,185.0,20.0,28.0,144,177,0.7130985260009766,0.5485484600067139,33,0.2751983404159546,0.4397484064102173,0.35747337341308594
S_178,gap,7,185,243.21489,562.1883,gap_score_smooth,0.7804111242294312,0.23186266422271729,7.404212380733782,0.6644797921180725,180.90718938918187,188.31140176991565,177,198,157.0,208.0,28.0,23.0,177,198,0.5485484600067139,0.30748501420021057,21,0.23186266422271729,0.4729261100292206,0.35239438712596893
S_178,gap,8,208,224.91434,611.9414,gap_score_smooth,0.8139925003051758,0.5065074861049652,9.896356332208285,0.5607387572526932,203.4387963792485,213.33515271145677,198,239,185.0,229.0,23.0,21.0,198,215,0.30748501420021057,0.5345771908760071,17,0.5065074861049652,0.2794153094291687,0.39296139776706696
S_178,gap,9,229,215.55972,657.3682,gap_score_smooth,0.6098513007164001,0.19057932496070862,4.8283684957605715,0.5145616382360458,226.58164601004626,231.41001450580683,223,239,208.0,,21.0,0.0,223,239,0.41927197575569153,0.053232770413160324,16,0.19057932496070862,0.5566185303032398,0.3735989276319742
S_179,gap,1,23,170.1808,247.62343,gap_score_smooth,0.757295548915863,0.09151047468185425,6.118615354711913,0.7115403115749359,19.52232205449362,25.640937409205534,0,29,,71.0,0.0,48.0,18,29,0.6960435509681702,0.6657850742340088,11,0.06125199794769287,0.09151047468185425,0.07638123631477356
S_179,gap,2,71,170.17201,363.70712,gap_score_smooth,0.9802079796791077,0.877897672355175,151.78807952096597,0.5412591435015202,6.745579261857293,158.53365878282327,0,239,23.0,96.0,48.0,25.0,52,82,0.8104121685028076,0.7640258073806763,30,0.16979581117630005,0.2161821722984314,0.19298899173736572
S_179,gap,3,96,175.81036,424.16736,gap_score_smooth,0.9590549468994141,0.1980847716331482,10.996381981469753,0.86001256108284,89.55750086033977,100.55388284180952,85,239,71.0,120.0,25.0,24.0,85,110,0.7609701752662659,0.7668156623840332,25,0.1980847716331482,0.19223928451538086,0.19516202807426453
S_179,gap,4,120,177.04776,482.2092,gap_score_smooth,0.9131531119346619,0.14633744955062866,12.525624964995743,0.8399843871593475,114.9857193766494,127.51134434164514,110,165,96.0,141.0,24.0,21.0,110,122,0.7668156623840332,0.911431074142456,12,0.14633744955062866,0.0017220377922058105,0.07402974367141724
S_179,gap,5,141,150.71373,532.9958,gap_score_smooth,0.9130381941795349,0.16905546188354492,8.686943956591875,0.8285104632377625,137.12489850664048,145.81184246323235,132,165,120.0,188.0,21.0,47.0,132,147,0.74398273229599,0.8200456500053406,15,0.16905546188354492,0.09299254417419434,0.13102400302886963
S_179,gap,6,188,128.58807,646.6611,gap_score_smooth,0.9048947691917419,0.055588603019714355,3.8122287829029062,0.8771004676818848,186.53619458366052,190.34842336656342,165,193,141.0,213.0,47.0,25.0,175,193,0.7014505863189697,0.8493061661720276,18,0.20344418287277222,0.055588603019714355,0.1295163929462433
S_179,gap,7,213,168.88914,707.12134,gap_score_smooth,0.9272200465202332,0.5397942364215851,49.513545581347785,0.6573229283094406,169.90602956119534,219.41957514254312,165,239,188.0,230.0,25.0,17.0,208,226,0.8768418431282043,0.4564666748046875,18,0.05037820339202881,0.47075337171554565,0.26056578755378723
S_179,gap,8,230,189.27077,748.2343,gap_score_smooth,0.5347124934196472,0.07824581861495972,3.638128103935344,0.49558958411216736,228.33284899943152,231.97097710336686,226,239,213.0,,17.0,0.0,226,239,0.4564666748046875,0.06083746254444122,13,0.07824581861495972,0.473875030875206,0.27606042474508286
S_180,gap,1,47,166.59898,283.2092,gap_score_smooth,0.9470528960227966,0.353481650352478,65.75424516866579,0.7703120708465576,7.528345126683406,73.2825902953492,0,99,,79.0,0.0,32.0,15,60,0.7801257371902466,0.8439954519271851,45,0.16692715883255005,0.10305744409561157,0.1349923014640808
S_180,gap,2,79,122.4774,386.841,gap_score_smooth,0.7864348292350769,0.03344929218292236,3.058251853405551,0.7697101831436157,77.52846669851094,80.58671855191649,75,99,47.0,109.0,32.0,30.0,75,86,0.7529855370521545,0.6458797454833984,11,0.03344929218292236,0.14055508375167847,0.08700218796730042
S_180,gap,3,109,83.231865,483.99582,gap_score_smooth,0.967658281326294,0.14494943618774414,14.778726844412361,0.8951835632324219,105.06502846036373,119.8437553047761,0,139,79.0,132.0,30.0,23.0,99,122,0.5935712456703186,0.8530428409576416,23,0.37408703565597534,0.11461544036865234,0.24435123801231384
S_180,gap,4,132,79.38727,558.4812,gap_score_smooth,0.9341574907302856,0.08111464977264404,6.580312115167487,0.8936001658439636,128.16003512660214,134.74034724176963,122,139,109.0,149.0,23.0,17.0,122,139,0.8530428409576416,0.8227088451385498,17,0.08111464977264404,0.11144864559173584,0.09628164768218994
S_180,gap,5,149,108.40837,613.5356,gap_score_smooth,0.9961586594581604,0.7718512564897537,93.82559321259482,0.6102330312132835,100.47072460204559,194.29631781464042,0,239,132.0,174.0,17.0,25.0,139,166,0.8227088451385498,0.8994796872138977,27,0.1734498143196106,0.0966789722442627,0.13506439328193665
S_180,gap,6,174,166.24231,694.4979,gap_score_smooth,0.9523634314537048,0.05288374423980713,7.204487219004022,0.9259215593338013,169.5693344320558,176.77382165105982,166,239,149.0,189.0,25.0,15.0,166,182,0.8994796872138977,0.7571464776992798,16,0.05288374423980713,0.19521695375442505,0.12405034899711609
S_180,gap,7,189,195.86855,743.0753,gap_score_smooth,0.8813422322273254,0.12419575452804565,7.395923845382185,0.8192443549633026,184.6169846385157,192.0129084838979,182,239,174.0,211.0,15.0,22.0,182,200,0.7571464776992798,0.30782145261764526,18,0.12419575452804565,0.5735207796096802,0.3488582670688629
S_180,gap,8,211,196.35156,814.3222,gap_score_smooth,0.874602735042572,0.5667812824249268,12.786824088876728,0.5912120938301086,205.89970163996944,218.68652572884616,200,239,189.0,,22.0,0.0,200,239,0.30782145261764526,0.05619440972805023,39,0.5667812824249268,0.8184083253145218,0.6925948038697243
S_181,gap,1,18,208.94223,239.10878,gap_score_smooth,0.8328826427459717,0.24991518259048462,22.63606033497593,0.7079250514507294,8.870404399921897,31.506464734897826,0,87,,67.0,0.0,49.0,0,41,0.15758734941482544,0.6612594723701477,41,0.6752952933311462,0.17162317037582397,0.4234592318534851
S_181,gap,2,67,127.93537,342.84937,gap_score_smooth,0.8222193717956543,0.1609598994255066,14.911444636510637,0.741739422082901,60.05537018648175,74.96681482299239,41,87,18.0,104.0,49.0,37.0,55,87,0.6925979852676392,0.5829674601554871,32,0.12962138652801514,0.23925191164016724,0.1844366490840912
S_181,gap,3,104,81.41044,421.1841,gap_score_smooth,0.8178483247756958,0.0702136754989624,8.261358626771113,0.7827414870262146,100.02394791727579,108.2853065440469,87,111,67.0,122.0,37.0,18.0,87,111,0.5829674601554871,0.7476346492767334,24,0.23488086462020874,0.0702136754989624,0.15254727005958557
S_181,gap,4,122,83.64055,459.29288,gap_score_smooth,0.9062891602516174,0.047011375427246094,12.981561345851148,0.8827834725379944,116.18491053842895,129.1664718842801,0,132,104.0,149.0,18.0,27.0,111,132,0.7476346492767334,0.8592777848243713,21,0.15865451097488403,0.047011375427246094,0.10283294320106506
S_181,gap,5,149,119.19083,516.45605,gap_score_smooth,0.9695966243743896,0.8120092749595642,215.1342329346451,0.5635919868946075,6.774677841315857,221.90891077596095,0,239,122.0,167.0,27.0,18.0,145,160,0.9352818727493286,0.7562554478645325,15,0.034314751625061035,0.21334117650985718,0.1238279640674591
S_181,gap,6,167,150.93242,554.5649,gap_score_smooth,0.8064181804656982,0.05016273260116577,7.922107261710039,0.7813368141651154,162.55585918998486,170.4779664516949,160,176,149.0,183.0,18.0,16.0,160,176,0.7562554478645325,0.6686328649520874,16,0.05016273260116577,0.13778531551361084,0.0939740240573883
S_181,gap,7,183,179.82564,588.43933,gap_score_smooth,0.804296612739563,0.1135130524635315,6.897591176735148,0.7475400865077972,179.38681899444504,186.28441017118018,176,190,167.0,197.0,16.0,14.0,176,190,0.6686328649520874,0.6907835602760315,14,0.13566374778747559,0.1135130524635315,0.12458840012550354
S_181,gap,8,197,204.22684,618.07947,gap_score_smooth,0.8135897517204285,0.14495688676834106,9.300298934837656,0.7411113083362579,192.48993186802932,201.79023080286697,176,206,183.0,213.0,14.0,16.0,190,206,0.6907835602760315,0.6228994131088257,16,0.12280619144439697,0.19069033861160278,0.15674826502799988
S_181,gap,9,213,230.2357,651.954,gap_score_smooth,0.8230274319648743,0.20012801885604858,6.118223520032558,0.72296342253685,209.78617410888313,215.9043976289157,206,239,197.0,,16.0,0.0,206,231,0.6228994131088257,0.17515631020069122,25,0.20012801885604858,0.647871121764183,0.4239995703101158
S_182,gap,1,20,151.68861,168.24268,gap_score_smooth,0.5689758658409119,0.14756590127944946,6.380956502928445,0.49519291520118713,16.802598043538243,23.183554546466688,0,26,,67.0,0.0,47.0,14,26,0.42324718832969666,0.4214099645614624,12,0.1457286775112152,0.14756590127944946,0.14664728939533234
S_182,gap,2,67,154.18959,305.11298,gap_score_smooth,0.9449536204338074,0.42001789808273315,46.82513882046485,0.7349446713924408,47.43394224514743,94.25908106561228,0,101,20.0,89.0,47.0,22.0,57,75,0.8862882256507874,0.8369369506835938,18,0.05866539478302002,0.10801666975021362,0.08334103226661682
S_182,gap,3,89,158.6676,369.1799,gap_score_smooth,0.9263086318969727,0.0893716812133789,8.482665227478975,0.8816227912902832,83.36329748505901,91.84596271253798,75,101,67.0,126.0,22.0,37.0,75,101,0.8369369506835938,0.5249357223510742,26,0.0893716812133789,0.40137290954589844,0.24537229537963867
S_182,gap,4,126,212.05649,476.92886,gap_score_smooth,0.9255422949790955,0.20517879724502563,11.141053392754102,0.8229528963565826,118.4516769672566,129.5927303600107,101,136,89.0,142.0,37.0,16.0,113,136,0.7684262990951538,0.7203634977340698,23,0.15711599588394165,0.20517879724502563,0.18114739656448364
S_182,gap,5,142,222.94595,523.523,gap_score_smooth,0.8551040887832642,0.09098225831985474,3.9946026827333583,0.8096129596233368,139.78379505791526,143.77839774064861,136,152,126.0,158.0,16.0,16.0,136,146,0.7203634977340698,0.7776632905006409,10,0.13474059104919434,0.07744079828262329,0.10609069466590881
S_182,gap,6,158,222.99684,570.1171,gap_score_smooth,0.9529930353164673,0.8022220432758331,99.08819394517809,0.5518820136785507,102.88592340496504,201.97411735014313,0,239,142.0,181.0,16.0,23.0,152,176,0.7641218304634094,0.7014193534851074,24,0.18887120485305786,0.25157368183135986,0.22022244334220886
S_182,gap,7,181,192.45757,637.09625,gap_score_smooth,0.7668471932411194,0.06542783975601196,4.919463850313235,0.7341332733631134,178.62812240649788,183.54758625681112,176,188,158.0,197.0,23.0,16.0,176,188,0.7014193534851074,0.6074052453041077,12,0.06542783975601196,0.15944194793701172,0.11243489384651184
S_182,gap,8,197,164.31902,683.69037,gap_score_smooth,0.8189098834991455,0.21150463819503784,6.684332161361425,0.7131575644016266,193.08697317616296,199.77130533752438,188,205,181.0,214.0,16.0,17.0,188,205,0.6074052453041077,0.40288978815078735,17,0.21150463819503784,0.41602009534835815,0.313762366771698
S_182,gap,9,214,136.12209,733.19666,gap_score_smooth,0.86508709192276,0.46219730377197266,9.365038722222124,0.6339884400367737,209.413290618121,218.77832934034313,205,239,197.0,,17.0,0.0,205,227,0.40288978815078735,0.2228943407535553,22,0.46219730377197266,0.6421927511692047,0.5521950274705887
S_183,gap,1,39,240.17519,236.46861,gap_score_smooth,0.7682735919952393,0.14603948593139648,26.492225109191693,0.695253849029541,20.383746485648174,46.87597159483987,0,71,,65.0,0.0,26.0,26,52,0.7090713381767273,0.6407244205474854,26,0.05920225381851196,0.1275491714477539,0.09337571263313293
S_183,gap,2,65,237.4316,289.4477,gap_score_smooth,0.6995364427566528,0.05881202220916748,7.266261248187263,0.6701304316520691,60.03966648060285,67.30592772879011,52,71,39.0,99.0,26.0,34.0,52,71,0.6407244205474854,0.6222341060638428,19,0.05881202220916748,0.07730233669281006,0.06805717945098877
S_183,gap,3,99,193.7547,358.72803,gap_score_smooth,0.9734373092651367,0.8635875806212425,163.8747399128918,0.5416435189545155,7.701044395583832,171.57578430847565,0,239,65.0,123.0,34.0,24.0,71,103,0.6222341060638428,0.9438724517822266,32,0.35120320320129395,0.029564857482910156,0.19038403034210205
S_183,gap,4,123,147.25844,407.6318,gap_score_smooth,0.9514983296394348,0.04014831781387329,4.633333000331618,0.9314241707324982,120.77455732292917,125.40789032326079,118,155,99.0,138.0,24.0,15.0,118,129,0.9113500118255615,0.8787304162979126,11,0.04014831781387329,0.07276791334152222,0.056458115577697754
S_183,gap,5,138,129.52818,438.19666,gap_score_smooth,0.950597882270813,0.07186746597290039,4.694134530579106,0.9146641492843628,135.6192363025145,140.31337083309361,129,155,123.0,163.0,15.0,25.0,129,145,0.8787304162979126,0.7778461575508118,16,0.07186746597290039,0.17275172472000122,0.1223095953464508
S_183,gap,6,163,128.78494,489.13806,gap_score_smooth,0.9650675058364868,0.24768757820129395,8.386967921288885,0.8412237167358398,158.83736168385647,167.22432960514536,155,239,138.0,181.0,25.0,18.0,155,173,0.7173799276351929,0.5019829273223877,18,0.24768757820129395,0.4630845785140991,0.35538607835769653
S_183,gap,7,181,167.54477,525.8159,gap_score_smooth,0.7133686542510986,0.0755690336227417,6.727705859783526,0.6755841374397278,178.45117375231052,185.17887961209405,173,188,163.0,197.0,18.0,16.0,173,188,0.5019829273223877,0.6377996206283569,15,0.21138572692871094,0.0755690336227417,0.14347738027572632
